lemma,pos,cefr,gender,word,plural,pluralPattern,singularOnly,pluralOnly,governedCase,partizipII,auxiliary,praesens3sg,isSeparable,exampleDE,exampleEN,sourceLine,verification
ab,other,A1,,ab,,,0,0,,,,,0,Ab morgen muss ich arbeiten.,I have to work from tomorrow.,ab	Ab morgen muss ich arbeiten.	I have to work from tomorrow.,
das Buch,noun,A1,das,Buch,Bücher,"-ü, er",0,0,,,,,0,Gute Bücher sind oft sehr teuer.,Good books are often very expensive.,"das Buch, -ü, er(1)	Gute Bücher sind oft sehr teuer.	Good books are often very expensive.",verified
der Buchstabe,noun,A1,der,Buchstabe,Buchstaben,-n,0,0,,,,,0,Diesen Buchstaben gibt es in meiner Sprache nicht.,This letter doesn’t exist in my language.,"der Buchstabe, -n	Diesen Buchstaben gibt es in meiner Sprache nicht.	This letter doesn’t exist in my language.",verified
buchstabieren,verb,A1,,buchstabieren,,,0,0,,buchstabiert,haben,buchstabiert,0,Bitte buchstabieren Sie Ihren Namen.,Please spell your name.,buchstabieren	Bitte buchstabieren Sie Ihren Namen.	Please spell your name.,
der Bus,noun,A1,der,Bus,Busse,-se,0,0,,,,,0,Wann kommt der nächste Bus?,When is the next bus coming?,"der Bus, -se	Wann kommt der nächste Bus?	When is the next bus coming?",verified
die Butter,noun,A1,die,Butter,,,1,0,,,,,0,Für mich bitte ein Brötchen mit Butter und Käse.,"For me, a roll with butter and cheese, please.","die Butter	Für mich bitte ein Brötchen mit Butter und Käse.	For me, a roll with butter and cheese, please.",verified
das Café,noun,A1,das,Café,Cafés,-s,0,0,,,,,0,Sollen wir uns im Café treffen?,Shall we meet at the café?,"das Café, -s	Sollen wir uns im Café treffen?	Shall we meet at the café?",verified
die CD,noun,A1,die,CD,CDs,-s,0,0,,,,,0,Bring bitte deine Lieblings-CD mit.,Please bring your favorite CD.,"die CD, -s	Bring bitte deine Lieblings-CD mit.	Please bring your favorite CD.",verified
der Chef,noun,A1,der,Chef,Chefs,-s,0,0,,,,,0,Wir haben eine neue Chefin.,We have a new female boss.,der Chef	Wir haben eine neue Chefin.	We have a new female boss.,verified
circa/ca.,other,A1,,circa/ca.,,,0,0,,,,,0,Von Mainz nach Frankfurt sind es circa fünfzig Kilometer.,From Mainz to Frankfurt is approximately fifty kilometers.,circa/ca.	Von Mainz nach Frankfurt sind es circa fünfzig Kilometer.	From Mainz to Frankfurt is approximately fifty kilometers.,
der Computer,noun,A1,der,Computer,Computer,-,0,0,,,,,0,Wann bekommst du deinen neuen Computer?,When will you get your new computer?,der Computer	Wann bekommst du deinen neuen Computer?	When will you get your new computer?,verified
da,other,A1,,da,,,0,0,,,,,0,Da hinten ist er ja.,There he is over there.,da(1)	Da hinten ist er ja.	There he is over there.,
die Dame,noun,A1,die,Dame,Damen,-n,0,0,,,,,0,Damen (an der Toilette),Ladies (at the toilet),"die Dame, -n(1)	Damen (an der Toilette)	Ladies (at the toilet)",verified
daneben,verb,A1,,daneben,,,0,0,,,,,0,Du kennst doch die Post. Daneben ist die Bank.,You know the post office. Next to it is the bank.,daneben	Du kennst doch die Post. Daneben ist die Bank.	You know the post office. Next to it is the bank.,
danken,verb,A1,,danken,,,0,0,,,,,0,Ich danke Ihnen für die Einladung.,Thank you for the invitation.,danken	Ich danke Ihnen für die Einladung.	Thank you for the invitation.,
der Dank,noun,A1,der,Dank,,,1,0,,,,,0,Vielen Dank!,Many thanks!,der Dank(1)	Vielen Dank!	Many thanks!,verified
danke,other,A1,,danke,,,0,0,,,,,0,"Soll ich Ihnen helfen? - Nein, danke!","Should I help you? - No, thank you!","danke	Soll ich Ihnen helfen? - Nein, danke!	Should I help you? - No, thank you!",
dann,other,A1,,dann,,,0,0,,,,,0,"Ich muss noch schnell zur Post, dann komme ich.","I need to quickly go to the post office, then I'll come.","dann	Ich muss noch schnell zur Post, dann komme ich.	I need to quickly go to the post office, then I'll come.",
das Datum,noun,A1,das,Datum,Daten,wiktionary,0,0,,,,,0,Bitte schreiben Sie noch das Datum auf das Formular.,Please also write the date on the form.,das Datum	Bitte schreiben Sie noch das Datum auf das Formular.	Please also write the date on the form.,verified
dauern,verb,A1,,dauern,,,0,0,,,,,0,Wie lange dauert der Film?,How long does the movie last?,dauern	Wie lange dauert der Film?	How long does the movie last?,
dein-,other,A1,,dein-,,,0,0,,,,,0,Ist das dein Auto?,Is that your car?,dein-(1)	Ist das dein Auto?	Is that your car?,
denn,other,A1,,denn,,,0,0,,,,,0,"Ich kann nicht kommen, denn ich bin krank.",I can’t come because I’m sick.,"denn	Ich kann nicht kommen, denn ich bin krank.	I can’t come because I’m sick.",
"der, die, das",other,A1,,"der, die, das",,,0,0,,,,,0,Ich nehme das da.,I’ll take that one there.,"der, die, das(1)	Ich nehme das da.	I’ll take that one there.",
dich,other,A1,,dich,,,0,0,,,,,0,Die Blumen sind für dich.,The flowers are for you.,dich	Die Blumen sind für dich.	The flowers are for you.,
dies-,other,A1,,dies-,,,0,0,,,,,0,Ich nehme lieber diesen Kuchen.,I’d prefer to take this cake.,dies-(1)	Ich nehme lieber diesen Kuchen.	I’d prefer to take this cake.,
dir,other,A1,,dir,,,0,0,,,,,0,Gefallen dir die Blumen?,Do you like the flowers?,dir	Gefallen dir die Blumen?	Do you like the flowers?,
die Disco,noun,A1,die,Disco,Discos,-s,0,0,,,,,0,Heute Abend gehen wir in die Disco tanzen.,"Tonight, we’re going to dance at the disco.","die Disco	Heute Abend gehen wir in die Disco tanzen.	Tonight, we’re going to dance at the disco.",verified
der Doktor,noun,A1,der,Doktor,Doktoren,wiktionary,0,0,,,,,0,Meine Tochter ist krank. Wir gehen zum Doktor.,My daughter is sick. We’re going to the doctor.,der Doktor	Meine Tochter ist krank. Wir gehen zum Doktor.	My daughter is sick. We’re going to the doctor.,verified
das Doppelzimmer,noun,A1,das,Doppelzimmer,Doppelzimmer,-,0,0,,,,,0,Wollen Sie ein Doppelzimmer oder ein Einzelzimmer?,Would you like a double room or a single room?,das Doppelzimmer	Wollen Sie ein Doppelzimmer oder ein Einzelzimmer?	Would you like a double room or a single room?,verified
das Dorf,noun,A1,das,Dorf,Dörfer,"-ö, er",0,0,,,,,0,Meine Familie lebt in einem Dorf.,My family lives in a village.,"das Dorf, -ö, er	Meine Familie lebt in einem Dorf.	My family lives in a village.",verified
"dort, -her, -hin",other,A1,,"dort, -her, -hin",,,0,0,,,,,0,Deine Tasche kannst du dorthin stellen.,You can place your bag over there.,"dort, -her, -hin(1)	Deine Tasche kannst du dorthin stellen.	You can place your bag over there.",
draußen,verb,A1,,draußen,,,0,0,,,,,0,Wollen wir draußen sitzen?,Do we want to sit outside?,draußen	Wollen wir draußen sitzen?	Do we want to sit outside?,
drucken,verb,A1,,drucken,,,0,0,,,,,0,Bitte drucke das Formular für mich.,Please print the form for me.,drucken	Bitte drucke das Formular für mich.	Please print the form for me.,
der Drucker,noun,A1,der,Drucker,Drucker,-,0,0,,,,,0,Mein Drucker ist kaputt.,My printer is broken.,der Drucker	Mein Drucker ist kaputt.	My printer is broken.,verified
drücken,verb,A1,,drücken,,,0,0,,,,,0,"Drück hier, dann geht der Computer an.","Press here, then the computer will turn on.","drücken	Drück hier, dann geht der Computer an.	Press here, then the computer will turn on.",
durch,preposition,A1,,durch,,,0,0,akkusativ,,,,0,Am besten gehen Sie durch die Breite Straße.,It’s best to go through Breite Street.,durch	Am besten gehen Sie durch die Breite Straße.	It’s best to go through Breite Street.,
die Durchsage,noun,A1,die,Durchsage,Durchsagen,-n,0,0,,,,,0,Ich habe die Durchsage nicht verstanden.,I didn’t understand the announcement.,"die Durchsage, -n	Ich habe die Durchsage nicht verstanden.	I didn’t understand the announcement.",verified
dürfen,verb,A1,,dürfen,,,0,0,,,,,0,Sie dürfen hier nicht rauchen.,You’re not allowed to smoke here.,dürfen(1)	Sie dürfen hier nicht rauchen.	You’re not allowed to smoke here.,
der Durst,noun,A1,der,Durst,,,1,0,,,,,0,Hast du etwas zu trinken? Ich habe großen Durst.,Do you have something to drink? I’m very thirsty.,der Durst	Hast du etwas zu trinken? Ich habe großen Durst.	Do you have something to drink? I’m very thirsty.,verified
duschen,verb,A1,,duschen,,,0,0,,,,,0,"Ich bade nicht so gern, ich dusche lieber.",I don’t like bathing much; I prefer showering.,"(sich) duschen	Ich bade nicht so gern, ich dusche lieber.	I don’t like bathing much; I prefer showering.",
die Dusche,noun,A1,die,Dusche,Duschen,-n,0,0,,,,,0,Unsere Wohnung hat nur eine Dusche.,Our apartment only has a shower.,die Dusche	Unsere Wohnung hat nur eine Dusche.	Our apartment only has a shower.,verified
die Ecke,noun,A1,die,Ecke,Ecken,-n,0,0,,,,,0,An der nächsten Ecke links.,Turn left at the next corner.,"die Ecke, -n	An der nächsten Ecke links.	Turn left at the next corner.",verified
die Ehefrau,noun,A1,die,Ehefrau,Ehefrauen,-en,0,0,,,,,0,Das ist mein (Ehe-) Mann/meine (Ehe-) Frau.,This is my (married) man/my (married) woman.,"die Ehefrau, -en/der Ehemann, -ä, er	Das ist mein (Ehe-) Mann/meine (Ehe-) Frau.	This is my (married) man/my (married) woman.",verified
der Ehemann,noun,A1,der,Ehemann,Ehemänner,"-ä, er",0,0,,,,,0,Das ist mein (Ehe-) Mann/meine (Ehe-) Frau.,This is my (married) man/my (married) woman.,"die Ehefrau, -en/der Ehemann, -ä, er	Das ist mein (Ehe-) Mann/meine (Ehe-) Frau.	This is my (married) man/my (married) woman.",verified
das Ei,noun,A1,das,Ei,Eier,-er,0,0,,,,,0,Möchtest du ein Ei zum Frühstück?,Would you like an egg for breakfast?,"das Ei, -er	Möchtest du ein Ei zum Frühstück?	Would you like an egg for breakfast?",verified
eilig,other,A1,,eilig,,,0,0,,,,,0,Hast du es eilig?,Are you in a hurry?,eilig	Hast du es eilig?	Are you in a hurry?,
ein-,other,A1,,ein-,,,0,0,,,,,0,Ich nehme ein Bier. Willst du auch eins?,I'll have a beer. Do you want one too?,ein-(1)	Ich nehme ein Bier. Willst du auch eins?	I'll have a beer. Do you want one too?,
einfach,other,A1,,einfach,,,0,0,,,,,0,Die Prüfung ist ganz einfach.,The exam is very simple.,einfach(1)	Die Prüfung ist ganz einfach.	The exam is very simple.,
der Eingang,noun,A1,der,Eingang,Eingänge,¨-e,0,0,,,,,0,Der Eingang ist um die Ecke.,The entrance is around the corner.,der Eingang	Der Eingang ist um die Ecke.	The entrance is around the corner.,verified
einkaufen,verb,A1,,einkaufen,,,0,0,,,,,1,Ich muss noch für morgen einkaufen.,I still need to shop for tomorrow.,einkaufen	Ich muss noch für morgen einkaufen.	I still need to shop for tomorrow.,
einladen,verb,A1,,einladen,,,0,0,,,,,1,Darf ich Sie zu einem Kaffee einladen?,May I invite you for a coffee?,einladen	Darf ich Sie zu einem Kaffee einladen?	May I invite you for a coffee?,
die Einladung,noun,A1,die,Einladung,Einladungen,wiktionary,0,0,,,,,0,Danke für die Einladung!,Thank you for the invitation!,die Einladung	Danke für die Einladung!	Thank you for the invitation!,verified
einmal,other,A1,,einmal,,,0,0,,,,,0,Diese Prüfung mache ich nicht noch einmal.,I won't take this exam again.,einmal	Diese Prüfung mache ich nicht noch einmal.	I won't take this exam again.,
einsteigen,verb,A1,,einsteigen,,,0,0,,,,,1,"Schnell, steig ein, der Zug fährt gleich.","Quick, get in, the train is leaving soon.","einsteigen	Schnell, steig ein, der Zug fährt gleich.	Quick, get in, the train is leaving soon.",
der Eintritt,noun,A1,der,Eintritt,Eintritte,-e,0,0,,,,,0,Der Preis für den Eintritt ist 5 Euro.,The entrance fee is 5 euros.,der Eintritt	Der Preis für den Eintritt ist 5 Euro.	The entrance fee is 5 euros.,verified
das Einzelzimmer,noun,A1,das,Einzelzimmer,Einzelzimmer,wiktionary,0,0,,,,,0,Haben Sie noch ein Einzelzimmer?,Do you have a single room available?,das Einzelzimmer	Haben Sie noch ein Einzelzimmer?	Do you have a single room available?,verified
die Eltern,noun,A1,die,Eltern,Eltern,wiktionary,0,1,,,,,0,Meine Eltern leben in Spanien.,My parents live in Spain.,die Eltern (pl.)	Meine Eltern leben in Spanien.	My parents live in Spain.,verified
die E-Mail,noun,A1,die,E-Mail,E-Mails,-s,0,0,,,,,0,Ich habe Ihre E-Mail nicht bekommen.,I didn’t receive your email.,"die E-Mail, -s	Ich habe Ihre E-Mail nicht bekommen.	I didn’t receive your email.",verified
der Empfänger,noun,A1,der,Empfänger,Empfänger,–,0,0,,,,,0,"Auf dem Brief steht dein Name, also bist du der Empfänger.","Your name is on the letter, so you are the recipient.","der Empfänger, –	Auf dem Brief steht dein Name, also bist du der Empfänger.	Your name is on the letter, so you are the recipient.",verified
empfehlen,verb,A1,,empfehlen,,,0,0,,,,,0,Welchen Wein können Sie mir empfehlen?,Which wine can you recommend to me?,empfehlen	Welchen Wein können Sie mir empfehlen?	Which wine can you recommend to me?,
enden,verb,A1,,enden,,,0,0,,,,,0,Die Straße endet hier.,The street ends here.,enden	Die Straße endet hier.	The street ends here.,
das Ende,noun,A1,das,Ende,Enden,-n,0,0,,,,,0,Sie wohnt am Ende der Straße.,She lives at the end of the street.,das Ende(1)	Sie wohnt am Ende der Straße.	She lives at the end of the street.,verified
entschuldigen,verb,A1,,entschuldigen,,,0,0,,,,,0,Entschuldigen Sie bitte!,Please excuse me!,entschuldigen	Entschuldigen Sie bitte!	Please excuse me!,
die Entschuldigung,noun,A1,die,Entschuldigung,Entschuldigungen,-en,0,0,,,,,0,Entschuldigung! – Bitte.,Apologies! – Please.,die Entschuldigung	Entschuldigung! – Bitte.	Apologies! – Please.,verified
er,other,A1,,er,,,0,0,,,,,0,Er heißt Ali.,His name is Ali.,er	Er heißt Ali.	His name is Ali.,
das Ergebnis,noun,A1,das,Ergebnis,Ergebnisse,-se,0,0,,,,,0,Das Ergebnis des Tests bekommen Sie in zwei Wochen.,You will receive the test results in two weeks.,"das Ergebnis, -se	Das Ergebnis des Tests bekommen Sie in zwei Wochen.	You will receive the test results in two weeks.",verified
erklären,verb,A1,,erklären,,,0,0,,,,,0,Kannst du mir das erklären?,Can you explain that to me?,erklären	Kannst du mir das erklären?	Can you explain that to me?,
erlauben,verb,A1,,erlauben,,,0,0,,,,,0,Rauchen ist hier nicht erlaubt.,Smoking is not allowed here.,erlauben	Rauchen ist hier nicht erlaubt.	Smoking is not allowed here.,
der Erwachsene,noun,A1,der,Erwachsene,Erwachsenen,-n,0,0,,,,,0,Dieser Film ist nur für Erwachsene.,This movie is for adults only.,"der Erwachsene, -n	Dieser Film ist nur für Erwachsene.	This movie is for adults only.",verified
erzählen,verb,A1,,erzählen,,,0,0,,,,,0,Wir müssen euch etwas erzählen!,We need to tell you something!,erzählen	Wir müssen euch etwas erzählen!	We need to tell you something!,
es,other,A1,,es,,,0,0,,,,,0,Es regnet.,It is raining.,es	Es regnet.	It is raining.,
essen,verb,A1,,essen,,,0,0,,,,,0,Was gibt es zu essen?,What is there to eat?,essen	Was gibt es zu essen?	What is there to eat?,
das Essen,noun,A1,das,Essen,Essen,wiktionary,0,0,,,,,0,Das Essen ist heute sehr gut.,The food is very good today.,das Essen	Das Essen ist heute sehr gut.	The food is very good today.,verified
euer,other,A1,,euer,,,0,0,,,,,0,Euer Kurs beginnt heute.,Your course starts today.,euer	Euer Kurs beginnt heute.	Your course starts today.,
fahren,verb,A1,,fahren,,,0,0,,,,,0,Ich fahre mit dem Auto zur Arbeit.,I drive to work by car.,fahren	Ich fahre mit dem Auto zur Arbeit.	I drive to work by car.,
der Fahrer,noun,A1,der,Fahrer,Fahrer,wiktionary,0,0,,,,,0,Bitte nicht mit dem Fahrer sprechen!,Please do not speak with the driver!,der Fahrer	Bitte nicht mit dem Fahrer sprechen!	Please do not speak with the driver!,verified
die Fahrkarte,noun,A1,die,Fahrkarte,Fahrkarten,-n,0,0,,,,,0,Hast du schon eine Fahrkarte?,Do you already have a ticket?,"die Fahrkarte, -n	Hast du schon eine Fahrkarte?	Do you already have a ticket?",verified
das Fahrrad,noun,A1,das,Fahrrad,Fahrräder,"-ä, er",0,0,,,,,0,Fährst du mit dem Fahrrad oder mit dem Auto?,Do you ride a bicycle or drive a car?,"das Fahrrad, -ä, er	Fährst du mit dem Fahrrad oder mit dem Auto?	Do you ride a bicycle or drive a car?",verified
falsch,other,A1,,falsch,,,0,0,,,,,0,Das ist falsch.,That is incorrect.,falsch	Das ist falsch.	That is incorrect.,
die Familie,noun,A1,die,Familie,Familien,-n,0,0,,,,,0,Meine Familie lebt in Spanien.,My family lives in Spain.,"die Familie, -n	Meine Familie lebt in Spanien.	My family lives in Spain.",verified
der Familienname,noun,A1,der,Familienname,Familiennamen,-n,0,0,,,,,0,Meine Familiennamen sind García González.,My family names are García González.,der Familienname	Meine Familiennamen sind García González.	My family names are García González.,verified
der Familienstand,noun,A1,der,Familienstand,,,0,0,,,,,0,Bei Familienstand musst du ledig ankreuzen.,"For marital status, you need to check single.","der Familienstand	Bei Familienstand musst du ledig ankreuzen.	For marital status, you need to check single.",verified
die Farbe,noun,A1,die,Farbe,Farben,-n,0,0,,,,,0,Die Farbe gefällt mir gut.,I like the color.,"die Farbe, -n	Die Farbe gefällt mir gut.	I like the color.",verified
das Fax,noun,A1,das,Fax,Faxe,-e,0,0,,,,,0,Schicken Sie uns einfach ein Fax!,Just send us a fax!,"das Fax, -e	Schicken Sie uns einfach ein Fax!	Just send us a fax!",verified
Feier-,other,A1,,Feier-,,,0,0,,,,,0,"z. B. Feierabend, Feiertag","For example, end of work, public holiday","Feier-(1)	z. B. Feierabend, Feiertag	For example, end of work, public holiday",
feiern,verb,A1,,feiern,,,0,0,,,,,0,Wir feiern heute meinen Geburtstag.,We are celebrating my birthday today.,feiern	Wir feiern heute meinen Geburtstag.	We are celebrating my birthday today.,
fehlen,verb,A1,,fehlen,,,0,0,,,,,0,"Herr Müller ist nicht da, er fehlt schon seit drei Tagen.",Mr. Müller is not here; he has been missing for three days.,"fehlen(1)	Herr Müller ist nicht da, er fehlt schon seit drei Tagen.	Mr. Müller is not here; he has been missing for three days.",
der Fehler,noun,A1,der,Fehler,Fehler,–,0,0,,,,,0,Diesen Fehler mache ich immer.,I always make this mistake.,"der Fehler, –	Diesen Fehler mache ich immer.	I always make this mistake.",verified
fernsehen,verb,A1,,fernsehen,,,0,0,,ferngesehen,haben,,0,Wollen wir heute Abend mal fernsehen?,Shall we watch TV tonight?,fernsehen	Wollen wir heute Abend mal fernsehen?	Shall we watch TV tonight?,
fertig,other,A1,,fertig,,,0,0,,,,,0,Bist du fertig?,Are you ready?,fertig(1)	Bist du fertig?	Are you ready?,
das Feuer,noun,A1,das,Feuer,Feuer,wiktionary,0,0,,,,,0,Haben Sie Feuer?,Do you have a light?,das Feuer	Haben Sie Feuer?	Do you have a light?,verified
das Fieber,noun,A1,das,Fieber,,,1,0,,,,,0,Mein Mann hat noch immer Fieber.,My husband still has a fever.,das Fieber	Mein Mann hat noch immer Fieber.	My husband still has a fever.,verified
der Film,noun,A1,der,Film,Filme,-e,0,0,,,,,0,Ich möchte gern diesen Film sehen.,I would like to see this film.,"der Film, -e	Ich möchte gern diesen Film sehen.	I would like to see this film.",verified
finden,verb,A1,,finden,,,0,0,,,,,0,Wir müssen den Schlüssel finden.,We need to find the key.,finden	Wir müssen den Schlüssel finden.	We need to find the key.,
die Firma,noun,A1,die,Firma,Firmen,wiktionary,0,0,,,,,0,Er arbeitet jetzt bei einer anderen Firma.,He now works at another company.,die Firma	Er arbeitet jetzt bei einer anderen Firma.	He now works at another company.,verified
